rowId,id,createdDate,updatedDate,version,nameID,authorizationId,profileId,agentId,legalEntityName,domain,website,contactEmail,verificationId,preferenceSetId,storageAggregatorId,communicationID,accountID
14,271b9cc0-d29c-4f77-a2da-df7f4bc8184a,"2022-09-26 06:54:32.920543","2024-08-27 14:19:27.270125",2,org-release-26-09-2022,0a9ad908-f372-4718-9caf-77bc6d41c638,4192b790-7b49-490e-8352-90a100e37a7d,3240eac6-d54e-4564-b21e-cccd2fdac497,,,,,8d57adaa-d3b9-4853-b5a8-33db92d7ea23,8995cda5-f5e0-4e74-9909-895642b3b8b6,a215fed4-9652-478b-a84c-d1a3ee9c8527,,4a2c9cdd-4cb8-49b6-a954-6b1ab8417800
63,285579f8-1c06-40a9-90a3-2b59974a0e07,"2023-09-28 05:48:05.545791","2024-08-27 14:19:30.701992",3,release-28-09-2023-org,4754697f-81d7-4fee-9bfa-f77bef2964a7,101b86ca-8ae0-4507-9743-39a5bf7b93b5,ce0014cc-ec70-4f48-82d8-4e5062afe06c,"m Ipsum is simply dummy text ",test.com,https://123.com,test@alkem.io,a411bf85-e198-440d-b554-ec2b30a58a17,46bb9d5a-cae4-4b22-8b57-97cc6cc27855,ea92e323-d8bb-47c4-b202-1d494b3fdcb3,,2ffc1c34-629b-4231-ae6b-1bea89787a9d
52,3052ba84-3b64-417a-ac09-0bb35c2b1746,"2023-06-15 08:33:04.743136","2024-08-27 14:19:29.715932",3,org-15-06-23-release,ff19dab9-6818-4377-9c3e-9959492a96dd,8205e98f-5680-46a3-ad0f-05563f478026,9fbed0a8-d49a-4567-ab33-0d24dbf4ac7f,"m Ipsum is simply dummy text ",test.com,https://123.com,ev.dimitrovv@gmail.com,ff4c0a03-1e3b-4ec6-a09e-5bf0fcbfc309,4130d4b5-42e0-4f9c-9e70-d745dfc8091e,87ac698c-486c-46e4-b7b6-091129a3af6d,,3f3b7bf9-8f75-441c-a9d0-67d0225cad3e
98,30b0fc01-0780-4d3f-9d2f-97b0f7cbed4e,"2024-04-30 18:47:40.642011","2024-08-27 14:19:30.580592",3,subspaces-org,3b43b857-9747-4a18-abe7-b330771ac9f6,5a061ba9-20a7-436c-aad6-5689db391465,c993031f-0b32-4504-b3ab-69777e75bea1,subspace,subspace,https://subspace.com,test@alkem.io,379950ef-ea3a-4f84-864c-9943df2c91b5,54559d50-8cc1-4ac7-8fbd-671f89849c61,fa5c46c8-5de0-4868-b3b3-141a3ecb8ff3,,754ada46-3dbf-426a-b783-b0ace8d3ee90
122,38b61439-84d4-45f8-b4c7-6721b68b33f9,"2024-07-01 07:31:32.950908","2024-08-27 14:19:29.653782",2,ap-org,9f28fafd-f04c-4690-b2ef-ee3a90bc552b,46d2d147-365a-46aa-900a-07641958b0ca,9ed71e6b-ca6d-4172-b98c-8d6f0f04e70c,,,,,e05b91a6-2fbf-4b08-a9ca-77cb385680e7,98a63f24-367f-4439-8705-241d090f3b96,088ba59e-436e-4464-af39-75fb9d0a3729,,c3448633-6b69-4eb7-8bc0-a999eacc7291
36,38b7631e-1633-448a-bafd-d18b952879a2,"2023-03-28 12:54:01.474879","2024-08-27 14:19:27.332743",3,release-28-03-23-org,e866cc88-5dba-4d6b-81e7-7e7589feadaf,f104dd84-9e3c-49d1-85c9-f61b05e396ce,32c84346-2f90-48fd-822f-65a5d7a6b666,"m Ipsum is simply dummy text ",test.com,https://123.com,123@test.com,8768d996-7220-49e2-939d-c9077dc5e6e2,8d22a9df-942e-4efd-af42-165e188f5a52,5bac012c-8dea-47f3-8246-53b6ab362dfa,,cf564657-e87e-47f2-89be-ef769e660cd7
37,3ad6725e-c417-45b6-a45c-9b86bcd6616a,"2023-03-31 13:40:59.056999","2024-08-27 14:19:30.211456",3,release-31-03-23-org,f192b9aa-f319-4aff-8414-5378a11ca9fb,dfd1c7fc-9d62-4e5e-82da-7af95cf26a34,bb04f59b-2b33-46a7-b7e3-8533cd21942e,"m Ipsum is simply dummy text ",test.com,https://123.com,123@test.com,ea67f175-6ed6-4da8-aad3-15ad9820dd18,9e224d19-76aa-4e30-8db8-b714a6cd5534,01504236-be00-4cc7-a936-4760c3f51bf1,,ec3586d7-a22a-4e6e-af13-0a1acafaf3b6
95,420be2db-2eb9-430f-9aad-4ca783692141,"2024-04-08 10:31:28.614071","2024-08-27 14:19:29.000092",2,search-org-to-mess-up,c8e979f9-838d-4673-b73b-6074ca5ef751,49e10614-dfb9-4333-a307-2bf5dd48170f,80b844a7-be4d-4462-aa04-83bd73015f14,,,,,b3cb02f9-b238-4f2c-b6d8-9eff272d7983,f6096768-8d55-4ce7-9f30-2ffa2807f767,3cc2b18c-cce8-431b-a4ba-d37b61bc3b87,,a12d5aa8-3c26-4903-a1ea-7b13684c2b58
42,4316b6f6-13cb-41e4-a00b-768b7cf321eb,"2023-05-03 15:00:17.199382","2024-08-27 14:19:26.245357",3,release-03-05-23-org,e9a7970d-890d-4db9-8a38-ebdd7f69ae95,a05f0c2a-73dd-4dc6-9257-8383010ef3d7,0f7e7ac1-ba7d-4439-b426-493f2033d908,"m Ipsum is simply dummy text ",test.com,https://123.com,123@test.com,3e97ef8e-269b-4cbf-9012-fee70dc3350e,4c987eb3-d7ef-44ea-b391-e97792675f3f,89f508a1-96db-4dc4-89c5-24d62c0c3415,,030dbb5d-0fab-4bac-b194-4676bdd4550d
79,443510a9-9fc9-4dd1-9eff-348cec6e9b52,"2024-03-11 09:40:41.803512","2024-08-27 14:19:31.507172",3,release-11-03-24-org,91937f67-ccc5-40a9-be80-4caaf90a058e,5ebe2297-98d7-4879-a042-7f26730cddef,ed69b8a4-8e83-470e-8cfa-3cd65895f47a,Release-11-03-24-org,Release-11-03-24-org,https://123.com,test@alkem.io,dfab9982-e786-4786-ba51-4a9e2679d821,8d4cb1e5-0538-4780-bd5b-d591f1100fe4,43aa069c-79f5-4169-a6c8-ffa5e4bc7f5c,,3705bd64-619b-40e9-9231-34142e0b1b0a
20,4757cf00-c3cc-4101-bd6d-41073133f32f,"2022-11-07 08:45:58.220679","2024-08-27 14:19:27.078964",2,org-release-07-11-2022,c087a0c6-1243-490e-b1d5-8e1c22ccdb59,1d37fcaa-e194-4ad8-920e-0a4987bd232f,2e56761a-e6a0-4e1c-9200-f691453435ed,,,,,7fbf9405-70da-404f-8608-86b847fc5cee,bed24cd6-9882-4350-806e-0a8fa794ef65,79db35a7-7371-44fd-9ae3-fb564cbcec21,,950a7544-501e-4e8f-9252-8c48903c64e0
100,494835f1-9d5e-4258-b605-a58c02993ecd,"2024-05-16 07:16:31.690127","2024-08-27 14:19:30.824369",2,org-global-roles,511250b2-c6fd-4ca8-8948-27b2acf8d664,22da8fc3-8a9a-40fa-b1c7-3883adba6bb9,cfc9157b-895b-4edf-9071-63d0148161aa,,,,,5109c073-5ea7-485f-b7f5-9ef1b2795307,ba0ee141-5e7e-4e1d-8b9a-b80e944fe792,1fff355a-9e22-4205-b837-3fab2d9ca2d9,,c96bec72-34b1-44e0-967d-7826ffe0e248
10,4bd4540f-ea25-4707-b789-57849e643a2f,"2022-07-13 14:36:41.539557","2024-08-27 14:19:27.749507",3,release-13-07-22-op,8dc3f624-07eb-4c26-926c-d9e907bcf77e,9d13ef62-29ed-4271-a5c2-0b6461eaf5bc,43bf7b58-ad72-4d0c-a285-98995d9d36bf,TEST,,,,6f7000a9-b4ff-4866-9043-4cce503e0ad6,326ff3ea-8e17-4477-b110-fd4f08174964,7a6a50cb-e941-49c4-a105-bc0ec21eca63,,6d02c0a8-b29f-4890-bdcd-80ff81563d74
25,50b71a51-d59f-4d20-bf53-03e8009a5bc5,"2022-12-22 19:22:40.058205","2024-08-27 14:19:28.368473",3,org-release-23-12-2022,97b6e579-94f8-4163-94a3-f871305c21fe,05b84df2-720f-4b41-87d1-bc6bb053e1cc,6a01c182-aa6f-46fd-bf21-bc481511d585,org-release-23-12-2022,org-release-23-12-2022,https://123.com,123@test.com,db0b0106-7c60-4904-a53a-cbd76fb090ea,fd98a0c0-0732-4610-866c-e1b5d48c8437,cf1b83ba-61c3-4f02-940f-13922d17fb34,,4b37d4d1-d489-4d2b-9b53-4e90e58be45a
54,526ba9c3-d16a-4ba7-a4c5-f58f57da37c1,"2023-07-11 09:44:21.334019","2024-08-27 14:19:26.703718",3,release-11-07-2023-org,4a96fd4b-3890-4ba5-81b7-c0c5bd26237b,f493004b-3aaa-4fa9-ba3f-b7a9594cbb84,1b306276-64cf-42f4-bd42-498a9a32dbd9,,test.com,https://123.com,ev.dimitrovv@gmail.com,868ed790-a6d1-44d3-96eb-b3c8023195c8,fe3afd14-af1a-47bb-8463-b09a38b99d5b,f2d35603-bbd8-47a6-a3b6-1860125600ff,,e7d3b3f4-bec5-4e3f-b8ef-177a8076ff74
91,566632d0-42c5-46f4-9fb3-eeb3d3c90398,"2024-04-08 09:18:29.901013","2024-08-27 14:19:29.426277",2,search-org1,1dd8a2d0-081c-4d5f-8cf2-cb0bea3a10cf,d3f20141-c440-4e38-b60c-f1db32f2fbd3,94a470f7-0393-4da6-b20d-de21caa95336,,,,,84ce5445-a8ea-47da-a439-bb5c0f0cdbf7,034ae5e2-2497-4900-b71a-f4352f91b8db,1caaea42-6e04-4d07-bbc4-82ea9be77336,,2a1e1e2e-0f3f-41b7-b9fc-45a4dd77be5f
96,56e64bf8-879f-4ae9-aeb3-5a274e3b002d,"2024-04-10 11:09:14.191585","2024-08-27 14:19:27.452178",3,vc-org,55be0fc1-7d0e-4aee-8ae4-0857030effd7,a8b68b91-f321-4a8b-b94f-217199e810f8,35cc0f6d-15fa-4854-8516-aa66a0244ff1,"VC organization","VC organization",https://test.com,test@alkem.io,f8da3f99-631d-4d50-92fd-66c1ab383425,de1c316c-1f65-496a-a918-f69c0e9ff61f,28c62f6c-49d2-4f97-a778-9329373d2608,,66b70ac3-0dbb-4cf3-9c21-87aa2b1268e8
60,60fc2124-0017-42bb-8010-3583d3bca2b4,"2023-08-24 18:03:55.788312","2024-08-27 14:19:27.574273",2,release-24-08-2023-org,ed391794-1853-4722-b562-883cd885dc81,9c267874-d0be-43ac-bd49-9eb68ab5c1b9,3900021b-5246-4dea-8473-48e06a917a71,,,,,7957acd2-0d2f-43f3-aabf-c156bc6e5a9e,8004741f-7fc1-4f09-8c9e-b91bb818e827,ffd7ad07-6711-419f-aade-50b18a6573bc,,a333a838-68d7-47d9-9c1c-07e3a155ad87
97,63ec03cb-42c7-410e-bd84-6696334cf876,"2024-04-23 14:32:43.519875","2024-08-27 14:19:26.310116",2,del-org,b89cb139-f714-46d7-bba3-b510d6619dbf,c41cc924-ead2-4029-9b15-825e1533f02b,12d255c4-8c01-47a2-af7e-8c13a08eb189,,,,,a7aaff97-32cb-4b92-bd42-d3234a4c4a03,b06b3e2d-63e5-4cbb-b3b5-b6f7e61cc6ae,262367fa-d7cb-4642-a98d-d42fda95620b,,88d1a6f2-0f60-40f1-ac77-dc0a03d31adc
61,653bc596-3ce5-4288-b852-f94a67b8ca4c,"2023-08-30 15:19:05.382551","2024-08-27 14:19:30.897877",2,release-30-08-2023-org,471b58c9-0569-4fe1-b496-b553eb1ce7a3,f09881fc-e5c5-4d51-8591-a5465738f373,d0e5ed1e-74be-4dc2-b7c1-296cde9ca853,,,,,5859a39b-91c8-4fd0-85cb-0c7d99bb60b3,818ddfb8-d72d-4b48-a3b6-6fdb30885004,a6519d0a-f9ef-4f5c-901c-4d1a6c567645,,ec922e89-c73b-4db3-9d0c-db257fa20876
72,669e8593-6a1e-4045-851d-2df8b4613565,"2024-01-24 07:01:32.359205","2024-08-27 14:19:31.704855",3,org-23-01-24-release,bb03b1f3-98a2-48fd-a05c-190b3609c62c,035da2a9-408c-4d60-9f3d-0aa7b200c71b,f5521d11-c56a-4a95-889b-13b3cbb2d450,"m Ipsum is simply dummy text ",test.com,https://123.com,test@alkem.io,58d9d653-712b-4754-98d9-0e26569b1023,ac9cf75c-8fd1-4054-9b73-122002e55397,2d745e43-0283-443f-bdea-1ee3df3c8ff4,,965bcc3a-4433-488c-9d76-8e648c575c09
92,69a9d179-159d-4fc1-8b3d-b1d5b547b05f,"2024-04-08 09:58:41.676860","2024-08-27 14:19:29.482090",2,search-org-2,db3c0660-5f1f-4c25-b417-a9caf43eda32,1592a921-b46d-404a-af09-04cfcaddf8f3,96302848-0f2c-405d-8ac0-bd70e53609ae,,,,,0f6f861c-4e28-4626-a7fc-07209eb315bb,a8dd94da-d4d2-487c-8b41-ecef9b25d3ff,ae4e181c-e727-4a94-9db3-cd878ccd8d9e,,a83b9661-fa4a-40ab-b5c3-3e33a5ab323c
7,6a78a101-37b5-4b5d-a2b2-54a38f7c9a59,"2022-07-13 14:14:11.375687","2024-08-27 14:19:28.185149",2,water,c0ebb762-4739-4d9a-b751-ccace945283b,54e7a2ff-26be-4421-94d4-af6b080b08f5,5ded073f-b341-418a-ab7b-64e097545395,,,,,9034fa72-010c-469c-b86c-2968eb3b41b0,1bf4b377-cef6-4524-a064-7f7125754eb5,c68ff30c-9ddd-4bba-94a3-a6b0ecf50926,,f6acfb18-143b-4dbb-848d-a7bc71804a41
34,6fb3479f-a073-412a-96ab-73f00652a538,"2023-03-01 14:24:40.544677","2024-08-27 14:19:26.171023",3,release-01-03-2023-org,946faa95-e3b6-4024-8b87-e3146cd72137,7039c5f5-484f-47e0-ad28-734e6da85b95,0c00c16b-8f8e-40dd-a6cb-69223c3f62a3,"m Ipsum is simply dummy text ",test.com,https://123.com,123@test.com,8c6aa690-d0ec-4d2c-aa7d-18e5902f4bb1,492aac7c-66dc-41e4-b8b9-a3a49ccd9d47,25ba93e6-36e6-42aa-991f-0586f17c5377,,74ee51bc-0ac5-4f10-bd59-80065b12a741
114,7788dea9-05d6-4ec6-b697-92b07c1bf31e,"2024-06-03 08:27:31.364859","2024-08-27 14:19:31.024556",2,org-nameid439026,c0209d34-ae6b-48f6-9989-72db5ca8fdee,640d75da-ef6e-4be7-8845-1db469b9a9b6,d404c2cb-6612-4131-9d39-42a259e75681,,,,,81358927-674a-41a0-be90-bb74d9a77b06,d17ffc42-7662-4874-916b-3cedd87305d5,473b3ba2-99f6-4b7f-88e5-3cb576f52c65,,b73e8b0e-b20f-40cf-9f76-beec241e9cde
77,77920fab-0c95-4ce0-8327-7fb2ed976f8e,"2024-03-11 09:40:41.681344","2024-08-27 14:19:31.262614",2,release-11-03-24-org,76dac23c-a258-44a5-b404-ddf264b6e624,612d7050-0fe1-40cf-a345-07603182685f,deea2778-1255-4697-bee3-b18cb7e28420,,,,,771ffa80-e937-4af9-b8ee-d259797c0343,cbf332f6-0083-49ad-8a35-866a3fabd17a,d2cc6315-d972-4389-add5-ad15e9404a2b,,96c5d10c-060f-40bd-a2a6-42d6673b9ea2
28,7aba6ea2-8acc-4b86-9484-fba03d98f71a,"2023-01-26 12:13:20.818034","2024-08-27 14:19:31.082890",3,release-26-01-2023-org,0f60ecca-54ea-4133-8e4c-18322dab2a78,e9428d2e-1e3f-4dfa-969c-504e6e2366b0,d4e84ed4-e0d1-47f2-90ed-25ffc5c546c8,Release-26-01-2023-org,test.com,https://123.com,123@test.com,29cbca08-9fbb-4b90-935c-fc455459986e,815d32fc-fac3-476f-a00d-1bcbebd9233a,cf34f527-9ac0-41e5-a604-10547cda8c3c,,85b8ff5f-7da5-4fcc-bdff-3e93a59c5d67
2,7c6d8379-e943-4e21-bf64-96b2ae46bd27,"2022-07-13 13:18:24.197794","2024-08-27 14:19:28.734448",3,release-13-07-22-org,7936dbd0-72c3-4e2b-8899-0ae9a9bb33b8,1d04ae93-b756-4cff-a90a-2f7569f67d80,7a6b4ff9-521b-4f83-9c78-d1884a4b3341,13-07-22-org,13-07-22-org.com,https://www.13-07-22-org.io,13-07-22-org@alkem.io,89da80d7-01dc-4319-a0be-11c29cb9ac85,8dd96f70-ca33-40cb-826f-d02fa6c77bb4,7ee7f7d3-d975-4162-a82c-13a0f21ae425,,202a2301-5e6a-43ab-a65c-cbcaa3a41461
75,85121108-b8ad-4ac5-a02c-914255a3f0d7,"2024-02-20 15:51:58.646082","2024-08-27 14:19:25.790793",3,release-20-02-2024-org,c5ff1088-9d7f-4ff2-8765-0115399e5f54,ed80034e-00ac-424f-b5c9-db2e170ed935,0477dd2f-ec64-4cd7-9683-9ad7cb274846,Release-20-02-2024-org,Release-20-02-2024-org,https://123.com,test@alkem.io,63642cd7-f955-4441-b428-cb414d0c570e,975524f5-f634-4453-bb40-37cf1cc5126b,c26fdedb-f892-4d58-8d35-5dbd50125872,,1511a142-cf8f-4644-bcb4-9e2c14d117a3
9,87f49a5f-bd4b-4309-b8cf-e8185af9fc7f,"2022-07-13 14:14:19.031692","2024-08-27 14:19:29.960930",2,world-bank,d21fb6fe-b63e-47ab-8c05-e9fa7ca85529,6bcdd869-3ea1-46e2-9682-666147f9113d,a722af97-4955-456e-9597-24dafcc8c479,,,,,59901c3f-17c8-4723-930f-8f9a955a610d,2b6dd5b0-a9d3-4d08-8551-42b795519092,2e1fcac8-5eea-4548-ad5c-32524b540893,,08138512-7619-4ed9-a91f-03d3f74b169e
19,8c09ea46-12c5-43a0-a8d0-99a065e67e9a,"2022-11-02 08:44:31.765198","2024-08-27 14:19:31.772048",2,org-release-03-11-2022,5d4e107d-ddab-49e3-8abe-92b5b9952326,73b13b17-1398-4578-a9ea-f2af0e53282c,ff648617-76b1-4b0d-85a2-f4da39906959,,,,,d7395764-0c00-4a1d-9de0-1b02ce3b3567,ecd14799-c2a7-4a07-94b6-7b7bb75d5a28,6c9da427-ad6a-40e8-8504-251a2a95d4e2,,70e19bb6-6aa3-494e-9ac3-d1f8ab17a87e
58,8db6b02f-f1c2-4e3f-96ed-00621486bc09,"2023-08-16 11:57:53.803980","2024-08-27 14:19:30.142463",3,release-16-08-2023-org,12ac1fa1-648d-485a-b39c-4d755054b574,8bfe33a4-298c-49a2-9e73-3d46f2123ec6,af04d2ec-e648-4914-970a-0972db08913a,"m Ipsum is simply dummy text ",test.com,https://123.com,test@email.com,a7643090-b87d-42d4-a7ec-b1e8f0b91771,2791a7d6-35f0-4582-8235-72779db5824c,d79417b1-21f8-42e0-869d-4279ee8e933b,,25ac229b-19ab-47ec-80ae-58100f9ba844
45,904a12a2-8e5a-4374-a2f2-cf067eb0e4f5,"2023-05-15 10:53:39.734165","2024-08-27 14:19:26.449667",3,matrix-synapse-org,f4a82afd-f1ff-42b0-84c0-92c5232f3dc3,df72720a-7f56-4be7-8e5b-696f8b57f533,135be42f-ceba-4ad1-8483-f0fb84ab4c66,"m Ipsum is simply dummy text ",test.com,https://123.com,123@test.com,7371dd8e-8c91-4a91-b606-a781aad17e42,2156d3e2-6858-4e5e-959c-4f9652c7e7f7,fe124732-ba91-4447-9e8a-f6e48cc87a54,,4e1947c1-1bb3-4889-bf0d-58d8708b77fa
50,90f5b44f-a8e7-4b65-99c0-18378eba8042,"2023-06-02 10:09:14.043500","2024-08-27 14:19:29.181442",3,release-02-06-2023-org,ff84841e-3314-4b59-a6ca-4a772442a03c,d853d451-3c95-4c34-82e8-300551933eca,866151e5-c958-4b61-a207-0869d3ce4612,"m Ipsum is simply dummy text ",test.com,https://123.com,ev.dimitrovv@gmail.com,d69b1da1-855a-4209-8915-fc0e70f2c22e,5ac9947b-55c0-4420-ab58-dc5fe54878ec,f83aa68a-b192-40e3-a457-d3e6c7997d7e,,60fd3c9c-e9ff-45cb-9170-0f611e0d4b5a
