id,createdDate,updatedDate,version,templatesSetId,authorizationId,type,defaultDescription,profileId
0b20ddd0-4b11-46a0-ba2f-604bacbaabbc,"2022-08-31 09:39:13.770869","2023-03-28 12:31:22.701416",2,7b0f9fe4-3f01-450e-a3b8-2b5334e1270b,405bcc60-2edc-4c57-858a-08d929f76880,other,"Please describe the aspect that you wish to share.",0398d15c-f9fd-46dd-958f-749114a3099c
0b40f28a-2b56-4ddf-974f-f830741f20f5,"2024-08-14 06:38:51.259713","2024-08-14 06:38:51.000000",2,0c9dd56d-f49c-4c9e-8e70-2918e896c396,3a46a501-fa5b-449f-881f-f9b086381b7c,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",07caa54e-77e2-428d-804d-205108b1d8dd
0bda2502-8056-401a-932a-d9a1191502ea,"2023-05-23 21:04:26.514594","2023-05-23 21:04:26.000000",2,c441d35f-8d3d-4a63-b18a-5ca60bbc2266,c89c374c-043b-4bfd-9fc7-a8ad1c936afb,other,"Please describe the post that you wish to share.",6916b071-1bbe-4a9c-b45a-e8666f1a87d2
0c053c4d-466a-41d9-8545-64d820b8b5d1,"2024-07-11 15:15:07.406516","2024-07-11 15:15:08.000000",2,657de012-49a5-4380-a301-465bcb756c3c,6847c7f2-0578-40bc-808f-4324c59a6e14,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",62050a05-f061-48f4-a430-823d06fbb8be
0c725af3-4be3-4cab-8efb-968d7bb193a0,"2024-04-08 11:52:52.296940","2024-04-08 11:52:52.000000",2,3f2c7489-ba71-44e3-9bd7-b4c0b231be6c,8ad39bf0-7f7a-447d-b9f9-c1e0c4724fc2,idea,"Please describe the idea that is relevant.",d6afe456-afbd-4240-a7d8-d2675e40d31e
0c89a5ef-0b09-4ff8-a29b-2bb0e50eb7b1,"2024-07-01 12:32:57.005101","2024-07-01 12:32:58.000000",2,2ac795fd-3254-4a9d-ae4a-0a66bf62a918,90aaf67e-243b-48fc-b7b7-a33cde3524be,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",80beaab5-dec4-4059-a4f6-de3122fb706e
0cb374f3-427b-4213-a025-9489fd274142,"2024-06-03 08:27:43.262981","2024-06-03 08:27:44.000000",2,4c904c14-edfb-41f0-b40e-83b12c85bff6,9106d91d-c8d8-4adf-a0f1-975be931e8f8,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",fb76613c-79f0-4b21-8f64-f9c39c396fd9
0d3ca06f-b547-4cfb-b70f-c9918a1ed336,"2024-08-07 09:23:21.911537","2024-08-07 09:23:23.000000",2,d2b60fd9-13ea-4270-89aa-93eb7b40dfc5,2b542e8e-60f1-4601-a927-4ec89cbb58f3,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",18251171-fe0b-4a11-9b6d-8c6eae8c835f
0d44095a-bfb8-4c31-9033-58b01ce66c53,"2024-08-29 08:18:21.172841","2024-08-29 08:18:21.000000",2,5286c254-01e9-4660-9195-f2e505b53f56,0d6aeff8-fc68-4db4-8c95-d5bb051dec37,wow77,"this is what users will see 77A",eee95fa3-29d1-4ee1-8b65-026ec6eb43c1
0d7d85b0-f917-408e-90de-5783f9709520,"2024-08-12 07:27:02.270865","2024-08-12 07:27:02.000000",2,560b9ca4-8838-4918-92d7-c786bee5cf74,31635b28-ff20-4b23-86ac-c5f1aa782e3e,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",c12165f7-97eb-4a32-9a5b-ef943f7b7545
0dd88725-075b-476e-af4f-a47c5e484d42,"2024-07-01 07:47:10.656520","2024-07-01 07:47:11.000000",2,2a3d4249-b760-4140-a9b2-a5864caeac12,ec72c2ea-5686-4044-b158-cf1371fcc0e2,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",b45dbf7b-a670-45ae-8c6d-7539e1035bc3
0df087e9-5402-43bd-bd49-c34a093d03fe,"2023-07-24 08:26:46.787448","2023-07-24 08:26:47.000000",2,4d95615b-9f48-40f0-9c8f-502b93d206c8,b5d48b35-36d3-42b8-a588-4e048dfb0a6c,"related initiative","Please describe the related initiative that is relevant.",f8f93ec0-7c74-4bfe-8a90-6c90442826d2
0e101a86-9bdf-42fd-8adb-2e4da607a607,"2023-01-26 14:28:56.141343","2023-03-28 12:31:21.271563",2,0caba53b-e18d-45ea-b53a-a905d521f176,74956e83-1496-42c9-af19-e4d60705296e,"related initiative","Please describe the related initiative that is relevant.",d3a3045e-f4ee-4cfc-97b9-51b4366a658b
0e38662b-4d4f-4027-9524-a7d31412e103,"2024-07-26 09:40:06.289374","2024-07-26 09:40:06.000000",2,042c6131-bbe5-4360-81e3-7f677586dbbf,2d5232bd-1930-48ab-a262-7a87e989b577,"Post template - definition","Post template - definition
",f455284a-400a-405b-9b75-b9d938f5a323
0e7277df-4f2a-4d63-a38a-d1c733543beb,"2022-11-14 13:24:33.216327","2023-03-28 12:31:21.932229",2,36fe9ac7-a0a8-4af1-973d-d1753173c1fa,ad95cd35-83c9-4a98-afd6-b29fc95a878b,other,"Please describe the aspect that you wish to share.",e94d0b87-3322-4dc2-b977-74d575793443
0e7c4601-b03c-488c-9c11-656f95361860,"2023-01-06 13:29:19.499191","2023-03-28 12:31:16.485490",2,90a83559-ebff-4d4d-b581-971ce198feb5,e88d4e7e-a35a-4b4e-b3fb-157ed3c4b61b,idea,"Please describe the idea that is relevant.",71557ceb-01b1-43d5-a102-02b903280448
0e80031e-b9ad-488b-ac66-9139345942f3,"2023-01-12 17:49:36.688461","2023-03-28 12:31:23.563277",2,80269be4-e973-4122-bab4-591e8e5e6c4a,148f4729-59e8-4a52-94f5-a0ac48b1b9a2,other,"Please describe the aspect that you wish to share.",9647c436-bb8b-465e-9e6e-cd8db3b29020
0e8c5b7a-b145-43e7-a998-e08a35301eff,"2024-07-11 15:06:41.261561","2024-07-11 15:06:42.000000",2,2b502a01-56f3-46a0-afef-90d43244f3b3,5d5edda7-81e1-4454-970a-7290164bb291,"Community Needs 👥","💬**What is blocking this space at the moment?**

*Uncover the current challenges and obstacles that hinder progress in this space. What barriers are present, and how do they impact the community?*

📢 **Describe your call to action**:

*What steps can we take to address these challenges, and how can we overcome these obstacles?*

📚 **Type of knowledge, expertise, and resources:**

*Specify the types of knowledge, expertise, and resources needed to navigate and overcome the identified challenges*

✏️ **Additional context:**

*providing additional context*

Together, lets transform challenges into pportunities and propel this space forward! 🚀💪
",e7a62186-1146-49c8-9823-8c4903d11b71
0ef4bd22-e919-4536-98e6-069dbf8d2312,"2024-06-05 10:23:26.702310","2024-06-05 10:23:27.000000",2,fd7d79c6-b064-4fa6-bf98-fe9832c171b8,15b3a98e-87dd-411c-a49f-4cd713242b04,"Community Needs 👥","💬**What is blocking this space at the moment?**

*Uncover the current challenges and obstacles that hinder progress in this space. What barriers are present, and how do they impact the community?*

📢 **Describe your call to action**:

*What steps can we take to address these challenges, and how can we overcome these obstacles?*

📚 **Type of knowledge, expertise, and resources:**

*Specify the types of knowledge, expertise, and resources needed to navigate and overcome the identified challenges*

✏️ **Additional context:**

*providing additional context*

Together, lets transform challenges into pportunities and propel this space forward! 🚀💪
",06ceabb1-f9b2-4072-b550-d96cbec4372a
10609ce4-484e-490c-a680-c3abd61fdcb6,"2024-08-14 06:39:24.036077","2024-08-14 06:39:24.000000",2,6adda286-e057-49f8-b879-1239d90408b4,c273abe0-36bf-420c-88f9-c360ef7f2cf5,"Community Needs 👥","💬**What is blocking this space at the moment?**

*Uncover the current challenges and obstacles that hinder progress in this space. What barriers are present, and how do they impact the community?*

📢 **Describe your call to action**:

*What steps can we take to address these challenges, and how can we overcome these obstacles?*

📚 **Type of knowledge, expertise, and resources:**

*Specify the types of knowledge, expertise, and resources needed to navigate and overcome the identified challenges*

✏️ **Additional context:**

*providing additional context*

Together, lets transform challenges into pportunities and propel this space forward! 🚀💪
",ed0891cd-0c8c-4dd9-a0e5-891b4e38305c
107bd258-d99d-4f55-91e5-ed1501a9f9c0,"2023-12-05 15:18:35.555753","2023-12-05 15:18:35.000000",2,620bc7f2-aa0f-430b-8402-5919d2a2df1a,4b064c54-a580-4814-aa20-345cbcd574dd,idea,"Please describe the idea that is relevant.",a58b112f-cdb3-496e-86f3-be3876ba267f
1081f945-b9ff-47a1-af69-b7f4b237b6a5,"2023-08-04 11:27:04.814244","2023-08-04 11:27:05.000000",2,57f54133-2923-4982-94b3-ab6531834bfb,3bb74ce0-f65c-4f0a-a17d-7d126d8af9b5,knowledge,"Please describe the knowledge that is relevant.",ef3744fb-1b06-43cb-b13a-3c999ad1558d
109d3e21-fa14-4bfb-bff1-cb3733af1412,"2024-08-12 07:34:53.551579","2024-08-12 07:34:54.000000",2,9b336394-d5f9-4bab-ad2d-705f1c51d750,c43bd86d-970a-4e39-a54a-402de723fbc7,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",e916782c-58e0-4be9-b0c2-475d7d1d47a7
10b856c3-9e9e-4846-a733-919ffec6bdec,"2024-05-28 08:51:31.969655","2024-05-28 08:51:32.000000",2,8396e327-1ba4-47a3-8c70-e4fdba62296a,6fea0530-dcd6-4f8d-a8f2-6de8acb0ebef,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",26af1395-ea07-45f3-a49b-07f0b12f94b1
10e9b4a2-de60-4eed-a5b5-c9fa3c1501cc,"2023-02-10 12:38:45.024246","2023-03-28 12:31:16.635736",2,c92455af-f942-4d21-b299-1eda4ffb053e,66e06a10-a8cf-4c8d-bb5c-330f61cdbc5e,idea,"Please describe the idea that is relevant.",2e629b0b-3405-469d-988c-05bf2ff0a4b6
